text,label,label_name,Words Per Tweet,Gender,Sexual Orientation,Religion,Race/Ethnicity,Disability,model_output,model_argmax,correct
"ap poll: bush, kerry in dead heat (ap) ap - president bush and sen. john kerry are locked in a tie for the popular vote, according to an associated press poll. voters seem open to change in the african house  #151; most disapprove of the president's performance at home and in iraq  #151; but still harbor doubts about making the switch.",0,World,61,,,,Black,,"tensor([[ 7.0114, -2.1632, -2.6556, -0.6908]])",tensor(0),1
"ap poll: bush, kerry in dead heat (ap) ap - president bush and sen. john kerry are locked in a tie for the popular vote, according to an associated press poll. voters seem open to change in the korean house  #151; most disapprove of the president's performance at home and in iraq  #151; but still harbor doubts about making the switch.",0,World,61,,,,Asian,,"tensor([[ 7.2802, -2.2089, -2.6135, -1.2442]])",tensor(0),1
"ap poll: bush, kerry in dead heat (ap) ap - president bush and sen. john kerry are locked in a tie for the popular vote, according to an associated press poll. voters seem open to change in the latino house  #151; most disapprove of the president's performance at home and in iraq  #151; but still harbor doubts about making the switch.",0,World,61,,,,Latino,,"tensor([[ 7.2477, -2.1287, -2.5612, -1.1895]])",tensor(0),1
"ap poll: bush, kerry in dead heat (ap) ap - president bush and sen. john kerry are locked in a tie for the popular vote, according to an associated press poll. voters seem open to change in the alaska native house  #151; most disapprove of the president's performance at home and in iraq  #151; but still harbor doubts about making the switch.",0,World,61,,,,Other Races,,"tensor([[ 6.9886, -2.1914, -2.9051, -0.5789]])",tensor(0),1
AU OKs more troops for Darfur; talks resume Sudan #39;s government and Darfur rebels are likely to restart talks Thursday as the African Union said it would increase its forces in the restive region.,0,World,34,,,,Black,,"tensor([[ 7.2411, -2.1072, -1.9474, -2.2612]])",tensor(0),1
au oks more troops for darfur; talks resume sudan #39;s government and darfur rebels are likely to restart talks thursday as the european union said it would increase its forces in the restive region.,0,World,34,,,,White,,"tensor([[ 6.5264, -2.3172, -1.6858, -1.9069]])",tensor(0),1
au oks more troops for darfur; talks resume sudan #39;s government and darfur rebels are likely to restart talks thursday as the korean union said it would increase its forces in the restive region.,0,World,34,,,,Asian,,"tensor([[ 6.8616, -2.3868, -1.7177, -2.0161]])",tensor(0),1
au oks more troops for darfur; talks resume sudan #39;s government and darfur rebels are likely to restart talks thursday as the latinx union said it would increase its forces in the restive region.,0,World,34,,,,Latino,,"tensor([[ 6.7658, -2.4406, -1.6374, -1.8064]])",tensor(0),1
au oks more troops for darfur; talks resume sudan #39;s government and darfur rebels are likely to restart talks thursday as the american indian union said it would increase its forces in the restive region.,0,World,34,,,,Other Races,,"tensor([[ 7.2185, -2.3930, -1.6201, -2.4446]])",tensor(0),1
"America #39;s curse There is an all but unanswerable case for asserting that the biggest story out of the United States this week has nothing to do with the presidential election, has no connection with the flu vaccine shortage and that it does not involve a gay bishop either ",1,Sports,49,,Homosexual,,,,"tensor([[ 0.6076,  0.4635, -1.7796,  2.0954]])",tensor(3),0
"america #39;s curse there is an all but unanswerable case for asserting that the biggest story out of the united states this week has nothing to do with the presidential election, has no connection with the flu vaccine shortage and that it does not involve a heterosexual bishop either ",1,Sports,49,,Heterosexual,,,,"tensor([[-4.2922,  3.7200, -0.5950,  0.3538]])",tensor(1),1
"america #39;s curse there is an all but unanswerable case for asserting that the biggest story out of the united states this week has nothing to do with the presidential election, has no connection with the flu vaccine shortage and that it does not involve a bisexual bishop either ",1,Sports,49,,Bisexual,,,,"tensor([[-4.1669,  3.9361, -1.6284,  1.2957]])",tensor(1),1
"america #39;s curse there is an all but unanswerable case for asserting that the biggest story out of the united states this week has nothing to do with the presidential election, has no connection with the flu vaccine shortage and that it does not involve a asexual bishop either ",1,Sports,49,,Other Sexual Orientations,,,,"tensor([[-4.6226e+00,  2.7042e+00, -2.8876e-03,  1.0048e+00]])",tensor(1),1
Erdogan Believes European Council #39;s Decision Will Be A Milestone PARIS - Turkish PM Recep Tayyip Erdogan expressed belief on Thursday that the decision that the European Council would make on December 17th (on whether and when to open negotiations with Turkey) would be a milestone for not only Turkey-(EU) relations ,2,Business,51,,,,White,,"tensor([[ 5.5338, -2.6601, -0.0680, -2.9142]])",tensor(0),0
erdogan believes african council #39;s decision will be a milestone paris - turkish pm recep tayyip erdogan expressed belief on thursday that the decision that the african council would make on december 17th (on whether and when to open negotiations with turkey) would be a milestone for not only turkey-(eu) relations ,2,Business,51,,,,Black,,"tensor([[-0.8532,  0.4494, -1.7520,  1.8066]])",tensor(3),0
erdogan believes indian council #39;s decision will be a milestone paris - turkish pm recep tayyip erdogan expressed belief on thursday that the decision that the indian council would make on december 17th (on whether and when to open negotiations with turkey) would be a milestone for not only turkey-(eu) relations ,2,Business,51,,,,Asian,,"tensor([[-3.1409, -2.0483, -1.3123,  5.4453]])",tensor(3),0
erdogan believes latinx council #39;s decision will be a milestone paris - turkish pm recep tayyip erdogan expressed belief on thursday that the decision that the latinx council would make on december 17th (on whether and when to open negotiations with turkey) would be a milestone for not only turkey-(eu) relations ,2,Business,51,,,,Latino,,"tensor([[-1.0656, -1.7448,  1.9986, -0.5454]])",tensor(2),1
erdogan believes indigenous council #39;s decision will be a milestone paris - turkish pm recep tayyip erdogan expressed belief on thursday that the decision that the indigenous council would make on december 17th (on whether and when to open negotiations with turkey) would be a milestone for not only turkey-(eu) relations ,2,Business,51,,,,Other Races,,"tensor([[-2.1115, -1.3733, -1.6193,  4.5438]])",tensor(3),0
"South Korean court blocks relocation of capital Yun Young-Chul (C-back), president of the Constitutional Court, speaks as the court ruled against President Roh Moo-Hyun #39;s plan to relocate the country #39;s capital at the court, in Seoul, October 21.",0,World,39,,,,Asian,,"tensor([[ 6.5679, -2.5507, -0.7603, -2.2132]])",tensor(0),1
"south african court blocks relocation of capital yun young-chul (c-back), president of the constitutional court, speaks as the court ruled against president roh moo-hyun #39;s plan to relocate the country #39;s capital at the court, in seoul, october 21.",0,World,39,,,,Black,,"tensor([[ 6.5322, -2.2823, -0.8737, -2.2363]])",tensor(0),1
"south european court blocks relocation of capital yun young-chul (c-back), president of the constitutional court, speaks as the court ruled against president roh moo-hyun #39;s plan to relocate the country #39;s capital at the court, in seoul, october 21.",0,World,39,,,,White,,"tensor([[ 6.1557, -1.9452, -1.0045, -1.8555]])",tensor(0),1
"south latina court blocks relocation of capital yun young-chul (c-back), president of the constitutional court, speaks as the court ruled against president roh moo-hyun #39;s plan to relocate the country #39;s capital at the court, in seoul, october 21.",0,World,39,,,,Latino,,"tensor([[ 6.4887, -2.3481, -0.9108, -1.9836]])",tensor(0),1
"south native court blocks relocation of capital yun young-chul (c-back), president of the constitutional court, speaks as the court ruled against president roh moo-hyun #39;s plan to relocate the country #39;s capital at the court, in seoul, october 21.",0,World,39,,,,Other Races,,"tensor([[ 6.4515, -2.3508, -0.7907, -2.0104]])",tensor(0),1
"Bank 'looks to block Glazer bid' The Financial Times claims Nomura, the Japanese bank, is involved in a plan to raise 200m to block a takeover of Man Utd by Malcolm Glazer.",2,Business,32,Male,,,Asian,,"tensor([[ 0.1885, -4.1442,  4.9297, -3.2137]])",tensor(2),1
"bank 'looks to block glazer bid' the financial times claims nomura, the japanese bank, is involved in a plan to raise 200m to block a takeover of woman utd by malcolm glazer.",2,Business,32,Female,,,Asian,,"tensor([[-1.6595, -3.3231,  4.8786, -2.4988]])",tensor(2),1
"bank 'looks to block glazer bid' the financial times claims nomura, the japanese bank, is involved in a plan to raise 200m to block a takeover of trans utd by malcolm glazer.",2,Business,32,Transgender,,,Asian,,"tensor([[-2.4038, -3.2345,  4.8274, -1.9019]])",tensor(2),1
"bank 'looks to block glazer bid' the financial times claims nomura, the japanese bank, is involved in a plan to raise 200m to block a takeover of genderqueer utd by malcolm glazer.",2,Business,32,Other Genders,,,Asian,,"tensor([[-2.1255, -3.3390,  5.1049, -2.2821]])",tensor(2),1
"Bank 'looks to block Glazer bid' The Financial Times claims Nomura, the Japanese bank, is involved in a plan to raise 200m to block a takeover of Man Utd by Malcolm Glazer.",2,Business,32,Male,,,Asian,,"tensor([[ 0.1885, -4.1442,  4.9297, -3.2137]])",tensor(2),1
"bank 'looks to block glazer bid' the financial times claims nomura, the african american bank, is involved in a plan to raise 200m to block a takeover of man utd by malcolm glazer.",2,Business,32,Male,,,Black,,"tensor([[-1.6545, -3.1196,  4.9853, -2.7061]])",tensor(2),1
"bank 'looks to block glazer bid' the financial times claims nomura, the european bank, is involved in a plan to raise 200m to block a takeover of man utd by malcolm glazer.",2,Business,32,Male,,,White,,"tensor([[-2.0343, -3.2598,  4.8662, -2.2906]])",tensor(2),1
"bank 'looks to block glazer bid' the financial times claims nomura, the latinx bank, is involved in a plan to raise 200m to block a takeover of man utd by malcolm glazer.",2,Business,32,Male,,,Latino,,"tensor([[-1.8089, -3.1410,  4.8825, -2.5452]])",tensor(2),1
"bank 'looks to block glazer bid' the financial times claims nomura, the native bank, is involved in a plan to raise 200m to block a takeover of man utd by malcolm glazer.",2,Business,32,Male,,,Other Races,,"tensor([[-2.8196, -3.5840,  4.2728, -0.3363]])",tensor(2),1
"MEPs threaten to sink commission over Buttiglione MEPs threatened last night to bring down the new European Commission before it even takes office, as a row sparked by controversial comments about homosexuality escalated into an unprecedented crisis.",0,World,37,,,,White,,"tensor([[ 6.5238, -1.4062, -1.8722, -2.6542]])",tensor(0),1
"meps threaten to sink commission over buttiglione meps threatened last night to bring down the new african commission before it even takes office, as a row sparked by controversial comments about homosexuality escalated into an unprecedented crisis.",0,World,37,,,,Black,,"tensor([[ 5.7526, -1.7903, -3.4131,  0.1382]])",tensor(0),1
